ind,name,michelin_award,city,country,lat,lon,image,chef,cuisine1,url,url2,Hotel_Name,h_lat,h_lon
2653,essência,ONE_STAR,Budapest,Hungary,47.5010955,19.0521322,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/0ff9e1ee43754364a5bd13432f5a3981,Tiago Sabarigo,Hungarian,https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/essencia,https://guide.michelin.com/en/central-hungary/budapest/restaurant/essencia,Corinthia Hotel Budapest,47.502665,19.066766
2654,est,ONE_STAR,Tokyo,Japan,35.688162,139.763396,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/e01b5f28-ce28-4906-93ce-895a057d1974.jpeg,Guillaume BRACAVAL,French,https://guide.michelin.com/jp/en/tokyo-region/tokyo/restaurant/est,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/est,"The Ritz-Carlton, Tokyo",35.6661201,139.7312888
2655,faelt,ONE_STAR,Berlin,Germany,52.4892069,13.3548455,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/217806ab-3e3a-4ff6-8d87-4da87b11c11c.jpg,BjÃ¶rn Swanson,Regional Cuisine,https://guide.michelin.com/en/berlin-region/berlin/restaurant/faelt,https://guide.michelin.com/en/berlin-region/berlin/restaurant/faelt,Schnitzelei,52.5196597,13.3145161
2656,ferment,ONE_STAR,Münster,Germany,51.9527073,7.5538075,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/8b27cc5c-4eff-4af8-871f-e7b7521cc0db.jpg,Laurin Kux,Creative,https://guide.michelin.com/en/nordrhein-westfalen/munster/restaurant/ferment,https://guide.michelin.com/en/nordrhein-westfalen/munster/restaurant/ferment,Hotel Kaiserhof Muenster,51.9579704,7.6343008
2657,focus ATELIER,TWO_STARS,Vitznau,Switzerland,47.0149066,8.4783587,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/2e68349e-cca4-4eab-acfc-8432054cbaa9.jpg,Patrick Mahler,Creative,https://guide.michelin.com/en/luzern-region/vitznau/restaurant/focus,https://guide.michelin.com/en/luzern-region/vitznau/restaurant/focus,Paradieshotel Rotschuo,46.99353,8.4881716
2658,formel B,ONE_STAR,Copenhagen,Denmark,55.6706842,12.5355099,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/2130dc98aa3a4ebf840a9ac378ab8a49,Kristian Arpe-Møller,Modern Cuisine,https://guide.michelin.com/dk/en/capital-region/copenhagen/restaurant/formel-b,https://guide.michelin.com/en/capital-region/copenhagen/restaurant/formel-b,Nimb Hotel,55.6736111,12.5661111
2659,freustil,ONE_STAR,Ostseebad Binz,Germany,54.4012638,13.6117968,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/e8acb63c-d4f2-41ae-b2f0-afd8eb481e6a.jpg,Ralf Haug,Creative,https://guide.michelin.com/en/mecklenburg-vorpommern/ostseebad-binz/restaurant/freustil,https://guide.michelin.com/en/mecklenburg-vorpommern/ostseebad-binz/restaurant/freustil,Romantik ROEWERS Privathotel | Rugia Touristik GmbH,54.379641,13.6957638
2660,halbedel's Gasthaus,ONE_STAR,Bonn,Deutschland,50.6889689,7.1662272,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/315de1ec-c1a3-442e-b99c-cc4805d92317.jpg,Rainer-Maria Halbedel,Modern French,https://guide.michelin.com/en/nordrhein-westfalen/bonn/restaurant/halbedel-s-gasthaus,https://guide.michelin.com/en/nordrhein-westfalen/bonn/restaurant/halbedel-s-gasthaus,Steigenberger Grand Hotel Petersberg,50.6861441,7.2072727
2661,hide and fox,ONE_STAR,Saltwood,United Kingdom,51.0805155,1.0768824,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/df6bd9f623aa4a618272724c31878825,Allister Barsby,Modern British,https://guide.michelin.com/gb/en/kent/saltwood/restaurant/hide-and-fox,https://guide.michelin.com/en/kent/saltwood/restaurant/hide-and-fox,Cornerstone Bed and Breakfast,51.1488294,0.8740458
2662,il Centrino,ONE_STAR,Osaka,Japan,34.672923,135.514216,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/823efa39-0063-4013-9570-63e0f18da2e3.JPG,Tomohisa KITAGUCHI,Italian,https://guide.michelin.com/jp/en/osaka-region/osaka/restaurant/il-centrino,https://guide.michelin.com/en/osaka-region/osaka/restaurant/il-centrino,Maruichi Hotel,34.7010653,135.5028689
2663,itsuka,ONE_STAR,Tokyo,Japan,35.670272,139.720168,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/63960628-a4b9-4512-8283-762c359383da.jpg,Ryosuke TAMURA,Chinese,https://guide.michelin.com/jp/en/tokyo-region/tokyo/restaurant/itsuka,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/itsuka,"The Ritz-Carlton, Tokyo",35.6661201,139.7312888
2664,jū-ni,ONE_STAR,San Francisco,United States,37.77672,-122.43886,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/94181bb2-43ab-41de-a42c-cba8a123eab4.jpg,Geoffrey Lee,Japanese,https://guide.michelin.com/us/en/california/san-francisco/restaurant/ju-ni,https://guide.michelin.com/en/california/san-francisco/restaurant/ju-ni,Four Seasons Hotel San Francisco,37.7864578,-122.4043406
2665,kochZIMMER in der Gaststätte zur Ratswaage,ONE_STAR,Potsdam,Germany,52.3960758,13.0575786,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/9eeaa7ac03d04850ac5900331ed10144,David Schubert,Modern Cuisine,https://guide.michelin.com/en/brandenburg/potsdam/restaurant/kochzimmer-in-der-gaststatte-zur-ratswaage,https://guide.michelin.com/en/brandenburg/potsdam/restaurant/kochzimmer-in-der-gaststatte-zur-ratswaage,The Mandala Hotel,52.5089801,13.3736812
2666,l'intemporel,ONE_STAR,Tokyo,Japan,35.667293,139.718262,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/d6ba68ef-83ce-437f-9e74-cf53eaacec70.jpg,Daiki KANAGAWA,French,https://guide.michelin.com/jp/en/tokyo-region/tokyo/restaurant/l-intemporel,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/l-intemporel,"The Ritz-Carlton, Tokyo",35.6661201,139.7312888
2667,le Corange,ONE_STAR,Mannheim,Deutschland,49.4858919,8.4699815,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/1f58270a-522d-477e-b668-80f2ff621d33.jpg,Igor Yakuschenko,Modern French,https://guide.michelin.com/en/baden-wurttemberg/mannheim/restaurant/le-corange,https://guide.michelin.com/en/baden-wurttemberg/mannheim/restaurant/le-corange,"Radisson Blu Hotel, Mannheim",49.4862318,8.4726949
2668,le sputnik,ONE_STAR,Tokyo,Japan,35.664392,139.729876,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/8d4c4c97-f65f-4161-a63f-a1bd571c7c05.jpg,Yujiro TAKAHASHI,French,https://guide.michelin.com/jp/en/tokyo-region/tokyo/restaurant/le-sputnik,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/le-sputnik,"The Ritz-Carlton, Tokyo",35.6661201,139.7312888
2669,maiBeck,ONE_STAR,Cologne,Germany,50.9403502,6.9617559,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/0f05f94c-4ea5-4843-8fd1-0828c14a636d.jpg,Jan C. Maier,Modern Cuisine,https://guide.michelin.com/en/nordrhein-westfalen/koln/restaurant/maibeck,https://guide.michelin.com/en/nordrhein-westfalen/koln/restaurant/maibeck,Hyatt Regency Cologne,50.9404298,6.9695295
2670,mana,ONE_STAR,Manchester,United Kingdom,53.4848226,-2.2278659,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/a1edeafecbf8418ea24df58b3a9a394a,Simon Martin,Creative British,https://guide.michelin.com/gb/en/greater-manchester/manchester/restaurant/mana,https://guide.michelin.com/en/greater-manchester/manchester/restaurant/mana,"The Edwardian Manchester, A Radisson Collection Hotel",53.4777111,-2.2473487
2671,maximilian lorenz,ONE_STAR,Cologne,Deutschland,50.9445986,6.9608324,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/f6b476d4-da20-410d-981f-85eda8c2e143.jpg,Maximilian Lorenz,Modern Cuisine,https://guide.michelin.com/en/nordrhein-westfalen/koln/restaurant/maximilian-lorenz,https://guide.michelin.com/en/nordrhein-westfalen/koln/restaurant/maximilian-lorenz,Hyatt Regency Cologne,50.9404298,6.9695295
2672,minibar,TWO_STARS,Washington,United States,38.896294,-77.02386,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/dd7ae433-1c38-4b61-ba09-265870d157e9.jpg,,Contemporary,https://guide.michelin.com/us/en/district-of-columbia/washington-dc/restaurant/minibar,https://guide.michelin.com/en/district-of-columbia/washington-dc/restaurant/minibar,"The St. Regis Washington, D.C.",38.9020084,-77.0362541
2673,mural,ONE_STAR,Munich,Germany,48.1365989,11.5702579,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/272d802c-6c2d-4dbc-ad80-41e74c187bbc.jpg,Joshua Leise,Creative,https://guide.michelin.com/en/bayern/mnchen/restaurant/mural,https://guide.michelin.com/en/bayern/mnchen/restaurant/mural,Hotel Monaco,48.138088,11.561377
2674,muroi,ONE_STAR,Kyoto,Japan,35.0505119,135.7347736,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/4d03f581-c219-46e1-a498-8a5f665762a3.JPG,Shigeru MUROI,Japanese,https://guide.michelin.com/jp/en/kyoto-region/kyoto/restaurant/muroi,https://guide.michelin.com/en/kyoto-region/kyoto/restaurant/muroi,Fauchon Hotel Kyoto,34.9985195,135.7676839
2675,n/naka,TWO_STARS,Los Angeles,United States,34.02526,-118.41206,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/05fc8dc3-5b63-47e2-b38c-f13f2f6bac28.jpg,Niki Nakayama,Japanese,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/n-naka,https://guide.michelin.com/en/california/us-los-angeles/restaurant/n-naka,Hotel Bel-Air,34.0862405,-118.4455241
2676,naruya,ONE_STAR,Kyoto,Japan,35.0051982,135.7633197,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/1c0564a3-286c-4286-a9df-ffb29b76d794.JPG,Ryota UESHIMA,Japanese,https://guide.michelin.com/jp/en/kyoto-region/kyoto/restaurant/naruya,https://guide.michelin.com/en/kyoto-region/kyoto/restaurant/naruya,Fauchon Hotel Kyoto,34.9985195,135.7676839
2677,noma,THREE_STARS,Copenhagen,Denmark,55.6833118,12.6106175,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/c6b56c48-4e1b-48f6-bd64-18ddff85ddbf.jpg,René Redzepi,Creative,https://guide.michelin.com/dk/en/capital-region/copenhagen/restaurant/noma,https://guide.michelin.com/en/capital-region/copenhagen/restaurant/noma,Nimb Hotel,55.6736111,12.5661111
2678,nôl,ONE_STAR,Tokyo,Japan,35.695272,139.78362,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/cc050986-564a-4d6c-96e3-4e879e32bdfb.jpg,,Innovative,https://guide.michelin.com/jp/en/tokyo-region/tokyo/restaurant/nol,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/nol,Aman Tokyo,35.6855535,139.7653678
2679,odo,ONE_STAR,New York,United States,40.7407048,-73.9929904,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/674d887e-4035-4e44-be90-16c38d2dac7f.JPG,Hiroki Odo,Japanese,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/odo,https://guide.michelin.com/en/new-york-state/new-york/restaurant/odo,"The Langham, New York, Fifth Avenue",40.7501438,-73.9835325
2680,prism,ONE_STAR,Berlin,Deutschland,52.5071399,13.3007267,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/d7668024-5734-4bff-942e-1ecf6dd8b6b3.jpg,Gal Ben Moshe,Israeli,https://guide.michelin.com/en/berlin-region/berlin/restaurant/prism,https://guide.michelin.com/en/berlin-region/berlin/restaurant/prism,"Hotel de Rome, a Rocco Forte Hotel",52.5157832,13.3940615
2681,recte,ONE_STAR,Tokyo,Japan,35.648877,139.705947,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/30ea4c97-3551-4328-bee0-b405e5f19848.JPG,Naobumi SASAKI,French,https://guide.michelin.com/jp/en/tokyo-region/tokyo/restaurant/recte,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/recte,"The Ritz-Carlton, Tokyo",35.6661201,139.7312888
2682,roots,ONE_STAR,Basel,Switzerland,47.57006,7.5829306,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/b33dd2cd-43d6-4253-acca-fa28ce3af965.jpg,Pascal Steffen,Modern Cuisine,https://guide.michelin.com/en/basel-stadt/basel/restaurant/roots568552,https://guide.michelin.com/en/basel-stadt/basel/restaurant/roots568552,Hyperion Hotel Basel,47.5644444,7.6022221
2683,s'Äpfle,ONE_STAR,Bodman-Ludwigshafen,Germany,47.8005011,9.0369238,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/ede48f73-caa3-4d2a-95f1-120c2cb10f24.jpg,Kevin Leitner,Modern Cuisine,https://guide.michelin.com/en/baden-wurttemberg/bodman-ludwigshafen/restaurant/s-apfle,https://guide.michelin.com/en/baden-wurttemberg/bodman-ludwigshafen/restaurant/s-apfle,aquaTurm Hotel GmbH,47.741178,8.973704
2684,schanz. restaurant.,TWO_STARS,Piesport,Deutschland,49.8776003,6.9266002,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/5ea66791-2b32-443b-aab4-78f2c1ad5c49.jpg,Thomas Schanz,Modern French,https://guide.michelin.com/en/rheinland-pfalz/piesport/restaurant/schanz-restaurant,https://guide.michelin.com/en/rheinland-pfalz/piesport/restaurant/schanz-restaurant,Schloss Lieser,49.9172879,7.0195801
2685,sein,ONE_STAR,Karlsruhe,Germany,49.0062467,8.3818104,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/0c13aca1-e785-4fec-b1e5-44acc81e3a64.jpg,Thorsten Bender,Modern Cuisine,https://guide.michelin.com/en/baden-wurttemberg/karlsruhe/restaurant/sein,https://guide.michelin.com/en/baden-wurttemberg/karlsruhe/restaurant/sein,Hotel Kaiserhof,49.0079216,8.4035538
2686,senzanome,ONE_STAR,Brussels,Belgium,50.8399741,4.3563943,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/f1cc60248c1e423c98276856cfd53e6a,Giovanni Bruno,Italian,https://guide.michelin.com/en/bruxelles-capitale/bruxelles/restaurant/senzanome,https://guide.michelin.com/en/bruxelles-capitale/bruxelles/restaurant/senzanome,Steigenberger Wiltcher's,50.8324684,4.3574779
2687,sio,ONE_STAR,Tokyo,Japan,35.6695766,139.682195,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/7a1acf98-55ac-46da-8695-808567ba7c78.jpg,Shusaku TOBA,Innovative,https://guide.michelin.com/jp/en/tokyo-region/tokyo/restaurant/sio,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/sio,Hotel New Otani Tokyo EXECUTIVE HOUSE ZEN,35.6814232,139.7340325
2688,taku,ONE_STAR,Cologne,Deutschland,50.9418935,6.9564935,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/1885b6a2-125c-4867-bd20-e2ad64a2574b.jpg,Mirko Gaul,Asian,https://guide.michelin.com/en/nordrhein-westfalen/koln/restaurant/taku,https://guide.michelin.com/en/nordrhein-westfalen/koln/restaurant/taku,Hyatt Regency Cologne,50.9404298,6.9695295
2689,temporaire - Köhlerstube,ONE_STAR,Baiersbronn,Germany,48.5360638,8.3592392,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/d9606785b8c645778c14d0725a9dfdf2,Florian Stolte,Modern Cuisine,https://guide.michelin.com/en/baden-wurttemberg/baiersbronn/restaurant/temporaire-kohlerstube,https://guide.michelin.com/en/baden-wurttemberg/baiersbronn/restaurant/temporaire-kohlerstube,Hotel Hohenried Im Rosengarten,48.4534272,8.4241377
2690,temporaire - Schwarzwaldstube,THREE_STARS,Baiersbronn,Germany,48.5361528,8.3590633,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/2348441d-7a39-4bea-b6d4-fb056473787c.jpg,Torsten Michel,Classic French,https://guide.michelin.com/en/baden-wurttemberg/baiersbronn/restaurant/temporaire-schwarzwaldstube,https://guide.michelin.com/en/baden-wurttemberg/baiersbronn/restaurant/temporaire-schwarzwaldstube,Hotel Hohenried Im Rosengarten,48.4534272,8.4241377
2691,the K by mauro colagreco,ONE_STAR,Saint Moritz,Switzerland,46.4996168,9.8417787,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/39f94929dcab44898ba3ad2dc31da888,Mauro Colagreco,French,https://guide.michelin.com/en/graubunden/sankt-moritz/restaurant/the-k-by-mauro-colagreco,https://guide.michelin.com/en/graubunden/sankt-moritz/restaurant/the-k-by-mauro-colagreco,Carlton Hotel St. Moritz,46.4999043,9.8464018
2692,tulus lotrek,ONE_STAR,Berlin,Deutschland,52.4893627,13.4137112,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/98c6ee62-febd-4a99-8ea2-d84841453a0a.jpg,Maximilian Strohe,Modern Cuisine,https://guide.michelin.com/en/berlin-region/berlin/restaurant/tulus-lotrek,https://guide.michelin.com/en/berlin-region/berlin/restaurant/tulus-lotrek,"Hotel de Rome, a Rocco Forte Hotel",52.5157832,13.3940615
2693,Árbore da Veira,ONE_STAR,A Coruña,Spain,43.377457,-8.433224,https://mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/4cd2741b37a0449385c1c18b3afc6d2a,Luis Veira,Creative,https://guide.michelin.com/en/galicia/a-corua/restaurant/arbore-da-veira,https://guide.michelin.com/en/galicia/a-corua/restaurant/arbore-da-veira,Hotel Riazor,43.3683511,-8.4090884
2694,Écriture,TWO_STARS,Hong Kong,Hong Kong,22.2831268,114.1552862,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/a6022afc-f1ea-432a-8fea-1ee68f0d65a2.jpg,Maxime GILBERT,French Contemporary,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/ecriture,https://guide.michelin.com/en/hong-kong-region/hong-kong/restaurant/ecriture,Rosewood Hong Kong,22.2949764,114.1758105
2695,Édition Koji Shimomura,TWO_STARS,Tokyo,Japan,35.66558,139.738152,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/67e1b098-0696-4895-9361-3bbf34172bce.jpg,Koji SHIMOMURA,French,https://guide.michelin.com/jp/en/tokyo-region/tokyo/restaurant/edition-koji-shimomura,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/edition-koji-shimomura,"The Ritz-Carlton, Tokyo",35.6661201,139.7312888
2696,Épicure,THREE_STARS,Paris,France,48.8717289,2.3143664,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/d4ac8dbdcca4461d8075803363e7bb54,Éric Frechon,Modern Cuisine,https://guide.michelin.com/en/ile-de-france/paris/restaurant/epicure,https://guide.michelin.com/en/ile-de-france/paris/restaurant/epicure,Hôtel d'Aubusson,48.8547358,2.3395366
2697,Épure,ONE_STAR,Hong Kong,Hong Kong,22.2960349,114.1683295,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/d4fda47b-3875-4899-8a24-d52a3d4c6966.jpg,Nicolas BOUTIN,French Contemporary,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/epure,https://guide.michelin.com/en/hong-kong-region/hong-kong/restaurant/epure,Rosewood Hong Kong,22.2949764,114.1758105
2698,Étude,ONE_STAR,Paris,France,48.86591,2.29091,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/2e1bb457-79b1-4797-8f76-548c307aaba0.JPG,Keisuke Yamagishi,Modern Cuisine,https://guide.michelin.com/en/ile-de-france/paris/restaurant/etude,https://guide.michelin.com/en/ile-de-france/paris/restaurant/etude,Hôtel d'Aubusson,48.8547358,2.3395366
2699,Ñ,ONE_STAR,Osaka,Japan,34.6840111,135.5083577,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/a895a478-7054-4b2d-a7f8-60672e180e79.JPG,Hirotomo SUNADA,Spanish,https://guide.michelin.com/jp/en/osaka-region/osaka/restaurant/n,https://guide.michelin.com/en/osaka-region/osaka/restaurant/n,Maruichi Hotel,34.7010653,135.5028689
2700,Ô Flaveurs,ONE_STAR,Douvaine,France,46.3010727,6.3136031,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/081ba7a7-d589-4f2a-8ca8-015d999f85eb.jpg,Jérôme Mamet,Modern Cuisine,https://guide.michelin.com/en/auvergne-rhone-alpes/douvaine/restaurant/o-flaveurs,https://guide.michelin.com/en/auvergne-rhone-alpes/douvaine/restaurant/o-flaveurs,Hotel d'Angleterre Geneva,46.2096502,6.150324
2701,Ô Saveurs,ONE_STAR,Rouffiac-Tolosan,France,43.664,1.524975,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/eee9d45c-d926-4205-9e4e-62a6a61dfd64.jpg,David Biasibetti,Modern Cuisine,https://guide.michelin.com/en/occitanie/rouffiac-tolosan/restaurant/o-saveurs,https://guide.michelin.com/en/occitanie/rouffiac-tolosan/restaurant/o-saveurs,Pullman Toulouse Centre Ramblas,43.6085626,1.453523
2702,Ösch Noir,TWO_STARS,Donaueschingen,Germany,47.9655266,8.5474271,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/7fe3fa0a0ae14dfca8af82345b235ff1,Manuel Ulrich,Modern Cuisine,https://guide.michelin.com/en/baden-wurttemberg/donaueschingen/restaurant/osch-noir,https://guide.michelin.com/en/baden-wurttemberg/donaueschingen/restaurant/osch-noir,Waldeck SPA Kur- und Wellness Resort,48.0178566,8.5399879
2703,'t Raedthuys,ONE_STAR,Duiven,Netherlands,51.95016,6.02355,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/e15718e4-1cc7-4096-bd66-a0112e61d842.jpeg,Hans den Engelsen,Modern French,https://guide.michelin.com/en/gelderland/duiven/restaurant/t-raedthuys,https://guide.michelin.com/en/gelderland/duiven/restaurant/t-raedthuys,Mercure Hotel Nijmegen Centre,51.842007,5.853011
2704,1131 - Abbaye de la Bussière,ONE_STAR,La Bussière-sur-Ouche,France,47.2157221,4.7241758,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/637918c4-230a-4cd0-b7ac-0e15cbb129de.jpg,,Modern Cuisine,https://guide.michelin.com/en/bourgogne-franche-comte/la-bussire-sur-ouche/restaurant/1131,https://guide.michelin.com/en/bourgogne-franche-comte/la-bussire-sur-ouche/restaurant/1131,Hotel Stars Dijon,47.2812194,5.0193361
2705,21.9,ONE_STAR,Piobesi d'Alba,Italy,44.7326422,7.9903827,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/c93aca3a-7be0-4d99-8373-63bcc416e65c.jpg,Flavio Costa,Creative,https://guide.michelin.com/en/piemonte/pibesi-d-alba/restaurant/21-9,https://guide.michelin.com/en/piemonte/pibesi-d-alba/restaurant/21-9,Relais San Maurizio,44.7056132,8.2093613
2706,7132 Silver,TWO_STARS,Vals,Switzerland,46.6226102,9.181299,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/0fe7e348557d4f5282002a9473c53c74,Mitja Birlo,Creative,https://guide.michelin.com/en/graubunden/vals/restaurant/7132-silver,https://guide.michelin.com/en/graubunden/vals/restaurant/7132-silver,"Waldhaus Flims Wellness Resort, Autograph Collection",46.8264867,9.2861717
2707,Adler,ONE_STAR,Lahr,Deutschland,48.3299999,7.9249354,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/e86fd668-1ec5-4469-a4a6-de687d747ccd.jpg,Daniel Fehrenbacher,Modern French,https://guide.michelin.com/en/baden-wurttemberg/lahr/restaurant/adler82171,https://guide.michelin.com/en/baden-wurttemberg/lahr/restaurant/adler82171,"4-Star Hotel ""El Andaluz""",48.2605467,7.7221803
2708,Admiral,ONE_STAR,Weisenheim am Berg,Germany,49.5125753,8.1545647,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/1a18b9a4-de37-48e4-933d-1e0ca638d884.jpg,Holger Stehr,Contemporary,https://guide.michelin.com/en/rheinland-pfalz/weisenheim-am-berg/restaurant/admiral,https://guide.michelin.com/en/rheinland-pfalz/weisenheim-am-berg/restaurant/admiral,Gartenhotel Heusser,49.4539431,8.1670122
2709,Aigue Marine,ONE_STAR,Tréguier,France,48.7869465,-3.2239981,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/ac01d806-f3eb-41c0-8da3-f7d1f8ffd459.jpg,Stanislas Laisney,Creative,https://guide.michelin.com/en/bretagne/trguier/restaurant/aigue-marine,https://guide.michelin.com/en/bretagne/trguier/restaurant/aigue-marine,Camping Sandaya Le Ranolien,48.8287523,-3.4758735
2710,Al Metrò,ONE_STAR,San Salvo Marina,Italy,42.0681488,14.7750147,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/3c8a5fb057cb45dd9fa36d9fa6523ecb,Nicola Fossaceca,Modern Cuisine,https://guide.michelin.com/en/abruzzo/san-salvo-marina/restaurant/al-metro,https://guide.michelin.com/en/abruzzo/san-salvo-marina/restaurant/al-metro,Hotel Excelsior,42.0778811,14.7491074
