name,blurb,michelin_award,city,country,lat,lon,image,chef,cuisine1,cuisine2,url,url2
Ginza Fujiyama,Takao Fujiyama says that Kyo-ryori is rooted in the,ONE_STAR,Tokyo,Japan,35.67312,139.765523,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/b8f8585e-b083-4a74-bc8e-fa9c84176227.jpg,Takao FUJIYAMA,Japanese,,https://guide.michelin.com/jp/en/tokyo-region/tokyo/restaurant/ginza-fujiyama,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/ginza-fujiyama
Ginza Fukuju,Katsuhiro Onodera is very well versed in traditional Japanese culture,TWO_STARS,Tokyo,Japan,35.6685588,139.7615306,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/91fe15c7-7286-4528-b279-d6127fa788cc.jpg,Katsuhiro ONODERA,Japanese,,https://guide.michelin.com/jp/en/tokyo-region/tokyo/restaurant/ginza-fukuju,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/ginza-fukuju
Ginza Kitafuku,Enjoy the delights of crab in all sorts of ways,ONE_STAR,Tokyo,Japan,35.670099,139.761134,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/dbee17077f434241863ad3974bb0b401,Keitaro SUZUKI,Crab Specialities,,https://guide.michelin.com/jp/en/tokyo-region/tokyo/restaurant/ginza-kitafuku,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/ginza-kitafuku
Ginza Kojyu,Toru Okuda fills serving dishes made by modern artists with,TWO_STARS,Tokyo,Japan,35.6713964,139.7631055,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/43bf096f-70ab-420e-b04f-17233cc1db0c.jpg,Toru OKUDA,Japanese,,https://guide.michelin.com/jp/en/tokyo-region/tokyo/restaurant/ginza-koju,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/ginza-koju
Ginza Shinohara,Takemasa Shinohara’s hassun recollects the Shiga countryside where he,TWO_STARS,Tokyo,Japan,35.673039,139.767805,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/d55b7bce97504683b5326aae02a876ae,Takemasa SHINOHARA,Japanese,,https://guide.michelin.com/jp/en/tokyo-region/tokyo/restaurant/ginza-shinohara,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/ginza-shinohara
Ginza Sushi Ichi,"Centrally located in the Erawan mall, this sushi restaurant belongs",ONE_STAR,Bangkok,Thailand,13.744069,100.54092,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/c5a20c99-a6b2-49fd-82c2-163e9f2c39ba.JPG,,Sushi,,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/ginza-sushi-ichi,https://guide.michelin.com/en/bangkok-region/bangkok/restaurant/ginza-sushi-ichi
Ginza Toyoda,Seiji Funashima brings you the tastes of the season without,ONE_STAR,Tokyo,Japan,35.670061,139.76171,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/b9e3f73d-75db-4c73-9c8f-e0c2e10a972e.jpg,Seiji FUNASHIMA,Japanese,,https://guide.michelin.com/jp/en/tokyo-region/tokyo/restaurant/ginza-toyoda,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/ginza-toyoda
Ginza Yamanobe Edo Chuka,"The concept here is ‘Edo-style Chinese’, making use of",ONE_STAR,Tokyo,Japan,35.670456,139.762726,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/0303413b-28e4-4413-9a3f-7f1b954525ac.JPG,Hitoshi YAMANOBE,Chinese,,https://guide.michelin.com/jp/en/tokyo-region/tokyo/restaurant/ginza-yamanobe-edo-chuka,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/ginza-yamanobe-edo-chuka
Gion Fukushi,The owner-chef honed his skills at established ryotei in,ONE_STAR,Kyoto,Japan,35.0021358,135.7743695,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/32f618888c03477ea66ba74302cce2be,Takuyoshi FUKUSHI,Japanese,,https://guide.michelin.com/jp/en/kyoto-region/kyoto/restaurant/gion-fukushi,https://guide.michelin.com/en/kyoto-region/kyoto/restaurant/gion-fukushi
Gion Iwasaki,The theme here is ‘Kyo-ryori and champagne’. The focus,ONE_STAR,Kyoto,Japan,35.0025761,135.7762754,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/0fe2c1ff-68c9-45cd-8f54-164defc4c2b5.JPG,Michikazu IWASAKI,Japanese,,https://guide.michelin.com/jp/en/kyoto-region/kyoto/restaurant/gion-iwasaki,https://guide.michelin.com/en/kyoto-region/kyoto/restaurant/gion-iwasaki
Gion Kajisho,"The owner-chef is from Nagasaki, so weaves the flavours",ONE_STAR,Kyoto,Japan,35.002705,135.775145,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/3d8918b4-a0c5-4366-81b6-44c8d101bd4c.JPG,Takanori KAJIHARA,Japanese,,https://guide.michelin.com/jp/en/kyoto-region/kyoto/restaurant/gion-kajisho,https://guide.michelin.com/en/kyoto-region/kyoto/restaurant/gion-kajisho
Gion Kida,"At this counter-style kappo restaurant, the owner-chef himself",ONE_STAR,Kyoto,Japan,35.0025444,135.7761134,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/71383d5b-24d6-451c-bc31-1b5efffc1437.jpg,Yasuo KIDA,Japanese,,https://guide.michelin.com/jp/en/kyoto-region/kyoto/restaurant/gion-kida,https://guide.michelin.com/en/kyoto-region/kyoto/restaurant/gion-kida
Gion Mamma,Immediately catching your eye is the big sunken fireplace: the,ONE_STAR,Kyoto,Japan,35.00503,135.775741,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/64a4013a-e105-47d4-9d71-fc36f98a09dc.jpg,Yasuhiro FUJIWARA,Japanese,,https://guide.michelin.com/jp/en/kyoto-region/kyoto/restaurant/gion-mamma,https://guide.michelin.com/en/kyoto-region/kyoto/restaurant/gion-mamma
Gion Maruyama,The owner-chef places value on the traditional culture of,TWO_STARS,Kyoto,Japan,35.002654,135.776065,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/b5f57ac7-49f1-473a-a0a5-dfcc861de300.jpeg,Yoshio MARUYAMA,Japanese,,https://guide.michelin.com/jp/en/kyoto-region/kyoto/restaurant/gion-maruyama,https://guide.michelin.com/en/kyoto-region/kyoto/restaurant/gion-maruyama
Gion Matayoshi,"Owner-chef Kazutomo Matayoshi scours Japan, from Hokkaido to his",TWO_STARS,Kyoto,Japan,35.0033724,135.7745641,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/7c831004-5fbf-45c5-9f9d-900875d8d0c3.JPG,Kazutomo MATAYOSHI,Japanese,,https://guide.michelin.com/jp/en/kyoto-region/kyoto/restaurant/gion-matayoshi,https://guide.michelin.com/en/kyoto-region/kyoto/restaurant/gion-matayoshi
Gion Nishikawa,The interior is painstakingly crafted in the style of a,TWO_STARS,Kyoto,Japan,34.999797,135.778857,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/bdd0b2ff-dc0d-48aa-a165-4fe2b9800bca.JPG,Masayoshi NISHIKAWA,Japanese,,https://guide.michelin.com/jp/en/kyoto-region/kyoto/restaurant/gion-nishikawa,https://guide.michelin.com/en/kyoto-region/kyoto/restaurant/gion-nishikawa
Gion Nishimura,Sit at the counter and you can chat with the,ONE_STAR,Kyoto,Japan,35.00274,135.775807,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/59f2f0b6-29e3-4cae-94c9-981e12f1d6a7.jpg,Motohide NISHIMURA,Japanese,,https://guide.michelin.com/jp/en/kyoto-region/kyoto/restaurant/gion-nishimura,https://guide.michelin.com/en/kyoto-region/kyoto/restaurant/gion-nishimura
Gion Okada,This counter-style kappo restaurant is at the centre of,ONE_STAR,Kyoto,Japan,35.002419,135.77544,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/82d0e4de-8dea-4bed-9a2b-b5b21183c3a5.JPG,Koji OKADA,Japanese,,https://guide.michelin.com/jp/en/kyoto-region/kyoto/restaurant/gion-okada,https://guide.michelin.com/en/kyoto-region/kyoto/restaurant/gion-okada
Gion Owatari,Owner-chef Mahito Owatari’s approach is about bringing original,TWO_STARS,Kyoto,Japan,35.001444,135.777074,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/169d6483-5544-4631-899d-25a32440459c.JPG,Mahito OWATARI,Japanese,,https://guide.michelin.com/jp/en/kyoto-region/kyoto/restaurant/gion-owatari,https://guide.michelin.com/en/kyoto-region/kyoto/restaurant/gion-owatari
Gion Sasaki,Owner-chef Hiroshi Sasaki pursues dishes that are at once,THREE_STARS,Kyoto,Japan,34.998895,135.774997,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/5743a3b3-40ba-4bd9-b65b-64859bcc54f1.JPG,Hiroshi SASAKI,Japanese,,https://guide.michelin.com/jp/en/kyoto-region/kyoto/restaurant/gion-sasaki,https://guide.michelin.com/en/kyoto-region/kyoto/restaurant/gion-sasaki
Gion Sushi Tadayasu,The owner-chef opened here in Gion after learning Edomae,ONE_STAR,Kyoto,Japan,35.003447,135.774586,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/66ac3147-3c33-4d99-9f7f-24b3bc427c5f.JPG,Tadayasu MORITA,Sushi,,https://guide.michelin.com/jp/en/kyoto-region/kyoto/restaurant/gion-sushi-tadayasu,https://guide.michelin.com/en/kyoto-region/kyoto/restaurant/gion-sushi-tadayasu
Girardin - Gastronomique,Built in the 17C on the vestiges of Colmar's,ONE_STAR,Colmar,France,48.0786834,7.3554652,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/cdb5675b-178b-4543-b49b-06942a93d7b3.jpg,Eric Girardin,Modern Cuisine,Creative,https://guide.michelin.com/en/grand-est/colmar/restaurant/girardin-gastronomique,https://guide.michelin.com/en/grand-est/colmar/restaurant/girardin-gastronomique
Già Sotto l'Arco,Set in a fine Baroque building in the main square,ONE_STAR,Carovigno,Italy,40.7071485,17.6590721,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/58c9cca3ba1e4becba2e575b4ecfa57d,Teresa Galeone Buongiorno,Creative,,https://guide.michelin.com/en/puglia/carovigno/restaurant/gia-sotto-l-arco,https://guide.michelin.com/en/puglia/carovigno/restaurant/gia-sotto-l-arco
Glam Enrico Bartolini,Nestled between the two gardens of the Palazzo Venart hotel,TWO_STARS,Venice,Italy,45.4413057,12.3298209,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/c03ba12cd79843da8809148cca01913b,Donato Ascani,Creative,Contemporary,https://guide.michelin.com/en/veneto/venezia/restaurant/glam-enrico-bartolini,https://guide.michelin.com/en/veneto/venezia/restaurant/glam-enrico-bartolini
Glass Hostaria,"Situated in the heart of Trastevere, this restaurant boasts a",ONE_STAR,Rome,Italy,41.890477,12.4691032,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/b89b5155-6274-4510-8439-030669d36aa7.JPG,Cristina Bowerrman,Creative,Innovative,https://guide.michelin.com/en/lazio/roma/restaurant/glass-hostaria,https://guide.michelin.com/en/lazio/roma/restaurant/glass-hostaria
Glicine,"Dishes teeming with ingredients, colour and flavour provide a feast",ONE_STAR,Amalfi,Italy,40.62956,14.59262,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/1171ef69063243c481b0e45cf5fa0e23,Giuseppe (Peppe) Stanzione,Mediterranean Cuisine,Italian Contemporary,https://guide.michelin.com/en/campania/amalfi/restaurant/glicine,https://guide.michelin.com/en/campania/amalfi/restaurant/glicine
Glovers Alley,Set in a prime spot on the second floor of,ONE_STAR,Dublin City,Ireland,53.3392185,-6.2616367,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/0b6e060a641846008ce6c2225d1ca987,,Modern Cuisine,,https://guide.michelin.com/ie/en/dublin/dublin/restaurant/glovers-alley,https://guide.michelin.com/en/dublin/dublin/restaurant/glovers-alley
Godan Miyazawa,"While following the traditional flow of kaiseki, Masato Miyazawa adds",ONE_STAR,Kyoto,Japan,34.9979707,135.7609923,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/6a761b17-b862-4598-bff7-4d30ec01dec9.jpg,Masato MIYAZAWA,Japanese,,https://guide.michelin.com/jp/en/kyoto-region/kyoto/restaurant/godan-miyazawa,https://guide.michelin.com/en/kyoto-region/kyoto/restaurant/godan-miyazawa
Goffin,"Timothy Goffin, who works alone in the kitchen, has created",ONE_STAR,Sint-Kruis,Belgium,51.2119551,3.2417056,,Timothy Goffin,Modern Cuisine,,https://guide.michelin.com/en/west-vlaanderen/sint-kruis/restaurant/goffin,https://guide.michelin.com/en/west-vlaanderen/sint-kruis/restaurant/goffin
Gofio,A superb homage to the cuisine of the Canary Islands,ONE_STAR,Madrid,Spain,40.4138512,-3.6982452,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/1951d1c523b84a47b07ba3cee3fcda3e,Safe Cruz,Regional Cuisine,,https://guide.michelin.com/en/comunidad-de-madrid/madrid/restaurant/gofio-by-cicero-canary,https://guide.michelin.com/en/comunidad-de-madrid/madrid/restaurant/gofio-by-cicero-canary
Gokomachi Tagawa,"Born and raised in Mie Prefecture, owner-chef Yoshiaki Tagawa",ONE_STAR,Kyoto,Japan,35.014992,135.766361,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/a1fb70c9-9307-432c-8a64-9456f613fad6.JPG,Yoshiaki TAGAWA,Japanese,,https://guide.michelin.com/jp/en/kyoto-region/kyoto/restaurant/gokomachi-tagawa,https://guide.michelin.com/en/kyoto-region/kyoto/restaurant/gokomachi-tagawa
Goldberg,"Goldberg's motto is ""in the here and now"". The",TWO_STARS,Fellbach,Germany,48.8088952,9.2726039,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/5da9f866846d468cabfcde5ccf79057c,Philipp Kovacs,Modern Cuisine,International,https://guide.michelin.com/en/baden-wurttemberg/fellbach/restaurant/goldberg,https://guide.michelin.com/en/baden-wurttemberg/fellbach/restaurant/goldberg
Golden Formosa,"In the 1960s, the family started serving heavily seasoned food",ONE_STAR,Taipei,Taipei & Taichung,25.118368,121.536248,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/34c76fd3-2d90-478f-a0cf-ea98a481b723.jpg,Eric CHEN,Taiwanese,,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/golden-formosa,https://guide.michelin.com/en/taipei-region/taipei/restaurant/golden-formosa
Goldener Anker,Goldener Anker is every bit as popular as its entrepreneur,ONE_STAR,Dorsten,Germany,51.6629504,6.9653019,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/6879939b-496c-46b0-aa0b-76268013e3f8.jpg,Björn Freitag,Classic Cuisine,Modern Cuisine,https://guide.michelin.com/en/nordrhein-westfalen/dorsten/restaurant/goldener-anker,https://guide.michelin.com/en/nordrhein-westfalen/dorsten/restaurant/goldener-anker
Goosefoot,This understated plate-glass façade may seem lost in a,ONE_STAR,Chicago,United States,41.9687073,-87.6959706,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/f7f95a1af9aa4d0fa5b835bffbadcb2b,Chris Nugent,Contemporary,French Contemporary,https://guide.michelin.com/us/en/illinois/chicago/restaurant/goosefoot,https://guide.michelin.com/en/illinois/chicago/restaurant/goosefoot
Gordon Ramsay au Trianon,"On the edge of the palace grounds, this restaurant has",ONE_STAR,Versailles,France,48.8112259,2.1209203,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/bbde9131-faab-4f38-9c82-6f20d95b1d0e.jpg,Frédéric Larquemin,Creative,,https://guide.michelin.com/en/ile-de-france/versailles/restaurant/gordon-ramsay-au-trianon,https://guide.michelin.com/en/ile-de-france/versailles/restaurant/gordon-ramsay-au-trianon
Goryori Ken,"This intimate setting, with the main bar seating only eight",ONE_STAR,SEOUL,South Korea,37.52298,127.03478,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/cadbecae-5516-4a48-afaf-5b9b51cfabb3.jpg,Geon Kim,Contemporary,Japanese Contemporary,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/goryori-ken,https://guide.michelin.com/en/seoul-capital-area/kr-seoul/restaurant/goryori-ken
Gosho Iwasaki,The owner-chef chose a small space with counter seating,ONE_STAR,Kyoto,Japan,35.016879,135.761643,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/6436a8dd-0d7f-4b35-a9b5-7043392cb2ab.JPG,Yoshinori IWASAKI,Japanese,,https://guide.michelin.com/jp/en/kyoto-region/kyoto/restaurant/iwasaki,https://guide.michelin.com/en/kyoto-region/kyoto/restaurant/iwasaki
Gostilna Pri Lojzetu,"Experience pure creativity in this restaurant, both in the way",ONE_STAR,Vipava,Slovenia,45.8557213,13.9491988,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/0ada4345-fe7b-4c26-ae91-c85791b7e35f.jpg,Tomaž Kavčič,Modern Cuisine,Contemporary,https://guide.michelin.com/si/en/gorizia/vipava/restaurant/pri-lojzetu,https://guide.michelin.com/en/gorizia/vipava/restaurant/pri-lojzetu
Gourmet Restaurant im Schlosshotel Münchhausen,Dine in a stylish castle setting! After an aperitif in,ONE_STAR,Aerzen,Germany,52.0690278,9.2523632,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/87d4bfed-7d02-4009-92a1-6ecaeb8b91cb.jpg,Achim Schwekendiek,Classic French,Mediterranean Cuisine,https://guide.michelin.com/en/niedersachsen/aerzen/restaurant/gourmet-restaurant-im-schlosshotel-munchhausen,https://guide.michelin.com/en/niedersachsen/aerzen/restaurant/gourmet-restaurant-im-schlosshotel-munchhausen
Gourmet-Restaurant Der Butt,This is the place to come for modern dishes with,ONE_STAR,Rostock,Germany,54.1792706,12.0992138,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/c63ceab7-afcb-4685-8767-6adae18f35d3.jpg,André Münch,Modern Cuisine,Creative,https://guide.michelin.com/en/mecklenburg-vorpommern/rostock/restaurant/gourmet-restaurant-der-butt,https://guide.michelin.com/en/mecklenburg-vorpommern/rostock/restaurant/gourmet-restaurant-der-butt
"Gourmetrestaurant ""fine dining RS""",Wonderful location at Staufeneck Castle with a great view of,ONE_STAR,Salach,Deutschland,48.6917367,9.7666002,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/1be1b975-5d75-47fd-bc1a-76b9eaa2ed71.jpg,Markus Waibel,French Contemporary,Modern Cuisine,https://guide.michelin.com/en/baden-wurttemberg/salach/restaurant/gourmetrestaurant-fine-dining-rs,https://guide.michelin.com/en/baden-wurttemberg/salach/restaurant/gourmetrestaurant-fine-dining-rs
Gourmetrestaurant Berlins Krone,"Guests here enjoy Franz Berlin’s fine, classically modern cuisine",ONE_STAR,Bad Teinach-Zavelstein,Germany,48.6939992,8.689228,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/454daf23f8d243d2b95724563ca849d9,Franz Berlin,Modern French,,https://guide.michelin.com/en/baden-wurttemberg/bad-teinach-zavelstein/restaurant/gourmetrestaurant-berlins-krone,https://guide.michelin.com/en/baden-wurttemberg/bad-teinach-zavelstein/restaurant/gourmetrestaurant-berlins-krone
Gourmetrestaurant Dichter,Head through the lobby of the Park-Hotel Egerner Höfe,ONE_STAR,Rottach-Egern,Germany,47.6938521,11.7542108,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/c7a0a4ed-3478-4222-b1ab-4f04d62b261b.jpeg,Thomas Kellermann,French Contemporary,Creative French,https://guide.michelin.com/en/bayern/rottach-egern/restaurant/dichterstub-n,https://guide.michelin.com/en/bayern/rottach-egern/restaurant/dichterstub-n
Gourmetrestaurant Dirk Maus,Dirk Maus has found the perfect place to achieve his,ONE_STAR,Heidesheim am Rhein,Deutschland,49.9998906,8.1254645,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/5c7d2b4f-dc4b-46fd-b530-c12016cf5a46.jpg,Dirk Maus,Classic French,Market Cuisine,https://guide.michelin.com/en/rheinland-pfalz/heidesheim-am-rhein/restaurant/gourmetrestaurant-dirk-maus,https://guide.michelin.com/en/rheinland-pfalz/heidesheim-am-rhein/restaurant/gourmetrestaurant-dirk-maus
Gourmetrestaurant Nico Burkhardt,"A modern, elegant restaurant with a warm and intimate atmosphere",ONE_STAR,Schorndorf,Germany,48.8062032,9.528005,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/ab785822-3cf9-44e9-8aae-74feaa482de3.jpg,Nico Burkhardt,Modern French,Market Cuisine,https://guide.michelin.com/en/baden-wurttemberg/schorndorf/restaurant/gourmetrestaurant-nico-burkhardt,https://guide.michelin.com/en/baden-wurttemberg/schorndorf/restaurant/gourmetrestaurant-nico-burkhardt
Gourmetstube Einhorn,"Peter Girtler, the chef at the Unicorn (Einhorn in German",TWO_STARS,Mauls,Italy,46.8511074,11.5204481,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/be453e3164bf4c0fbcc1017e59e65c9b,Peter Girtler,Creative,,https://guide.michelin.com/en/trentino-alto-adige/mauls/restaurant/gourmetstube-einhorn,https://guide.michelin.com/en/trentino-alto-adige/mauls/restaurant/gourmetstube-einhorn
Gramercy Tavern,This fabled NY icon is high on most people's,ONE_STAR,New York,United States,40.7387578,-73.988991,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/c6801f08-b200-4755-b93e-4f7fff5020d2.jpg,Michael Anthony,Contemporary,American,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/gramercy-tavern,https://guide.michelin.com/en/new-york-state/new-york/restaurant/gramercy-tavern
Grammons Restaurant,Dirk Grammon is the owner of this delightful bright and,ONE_STAR,Dortmund,Deutschland,51.52023,7.53532,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/4dc44962-4c75-4e8c-99b2-58fbe7b513f7.jpg,Dirk Grammon,Contemporary,Classic French,https://guide.michelin.com/en/nordrhein-westfalen/dortmund/restaurant/grammons-restaurant,https://guide.michelin.com/en/nordrhein-westfalen/dortmund/restaurant/grammons-restaurant
Grand Cru,"Located near the Patriarch’s Ponds, this upmarket district of",ONE_STAR,Moscow,Россия,55.7630244,37.5949419,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/ae7e537d-1d9f-4c5d-997d-fc494c4fef60.jpg,David Hemmerlé,Modern Cuisine,,https://guide.michelin.com/ru/en/moscow-region/moscow/restaurant/grand-cru-1196892,https://guide.michelin.com/en/moscow-region/moscow/restaurant/grand-cru-1196892
Grand Hôtel du Lion d'Or,"This traditional cuisine has proved itself many times over, and",ONE_STAR,Romorantin-Lanthenay,France,47.3602993,1.7438252,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/1845ffc6-06e4-4c22-a9f2-1703cc8bf5f3.jpg,Didier Clément,Modern Cuisine,,https://guide.michelin.com/en/centre-val-de-loire/romorantin-lanthenay/restaurant/grand-hotel-du-lion-d-or,https://guide.michelin.com/en/centre-val-de-loire/romorantin-lanthenay/restaurant/grand-hotel-du-lion-d-or
Graphite by Peter Gast,Take the QR code you are given when you make,ONE_STAR,Amsterdam,Netherlands,52.366685,4.8982799,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/a5124af6e65644c3bb6ea2cbd688909d,Peter Gast,Creative,,https://guide.michelin.com/en/noord-holland/amsterdam/restaurant/graphite-by-peter-gast,https://guide.michelin.com/en/noord-holland/amsterdam/restaurant/graphite-by-peter-gast
Gravetye Manor,This quintessential country house is surrounded by 35 acres of,ONE_STAR,East Grinstead,United Kingdom,51.08932,-0.05691,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/d4c909729160453ea56daa16c5b8619f,George Blogg,Modern British,,https://guide.michelin.com/gb/en/west-sussex/east-grinstead/restaurant/gravetye-manor,https://guide.michelin.com/en/west-sussex/east-grinstead/restaurant/gravetye-manor
Gravitas,Chef Matt Baker is luring diners to Ivy City with,ONE_STAR,Washington,United States,38.9146396,-76.9845997,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/3b7cf00d5ded4666b4eda89b31e933be,Matt Baker,Contemporary,American,https://guide.michelin.com/us/en/district-of-columbia/washington-dc/restaurant/gravitas,https://guide.michelin.com/en/district-of-columbia/washington-dc/restaurant/gravitas
Gregor's Fine Dining,"The elegant, upmarket interior decorated in warm colours and stylish",ONE_STAR,Rötz,Deutschland,49.3436599,12.4866918,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/d1a27667-cb2c-482d-95f4-c1f791d6f01a.jpg,Gregor Hauer,Classic Cuisine,Creative,https://guide.michelin.com/en/bayern/rtz/restaurant/gregor-s,https://guide.michelin.com/en/bayern/rtz/restaurant/gregor-s
Grič,A strong connection with local traditions and the gastronomic heritage,ONE_STAR,Horjul,Slovenia,46.0283624,14.2216299,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/37c55f34-ad49-4aa6-987a-edbcfa3ccebd.jpg,Luka Košir,Market Cuisine,,https://guide.michelin.com/si/en/central-slovenia/horjul/restaurant/gostisce-gric,https://guide.michelin.com/en/central-slovenia/horjul/restaurant/gostisce-gric
Grön,A warmly run restaurant where the open kitchen is the,ONE_STAR,Helsinki,Finland,60.1646073,24.9326985,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/b3cdb29b778345d8bb7d0dcd50347385,Toni Kostian,Modern Cuisine,,https://guide.michelin.com/fi/en/uusimaa/helsinki/restaurant/gron,https://guide.michelin.com/en/uusimaa/helsinki/restaurant/gron
